"URL","Collection Name","Institution Name","Institutional Code/Acronym","Collection Code","URL for collection","URL for collection's specimen catalog/database","URL for collection's webservices","Collection Description","Collection Content Type","Preservation Type","Accession Status (Yes=Institutional, No=Project)","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","Status of Collection: Active?","LSID"
"http://grbio.org/institutional-collection/birds-second-volume","Birds (second volume)","University of Manchester Museum, Zoology & Entomology",,"BB",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom",,"Yes",
"http://grbio.org/institutional-collection/bivalvia","Bivalvia","Tromso University Museum",,"TSZB",,,,"Bivalves","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway",,"Yes",
"http://grbio.org/institutional-collection/bivalvia-freshwater","Bivalvia (Freshwater)","Museum of Faculty of Fisheries, Ege University",,"BIVI",,,,"Freshwater Bivalves","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/bivalvia-marine","Bivalvia (Marine)","Museum of Faculty of Fisheries, Ege University",,"BIV",,,,"Marine Bivalves","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/blattodea","Blattodea","Australian National Insect Collection",,"9",,,,"Blattodea/Blattaria (Cockroaches)","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/bony-fishes-collection","Bony Fishes Collection","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale",,"OSTEI","http://www.vsa.unimi.it/",,,"Mediterranean-area marine bony fish collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Via Annibale Grasselli, 7","Via Giovanni Celoria, 10",,"Milano",,"20137","Italy",,"Yes",
"http://grbio.org/institutional-collection/botanical-and-mycological-museum","Botanical and Mycological Museum","University of Tartu",,"TU",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"40 Lai Str.","Botanical and Mycological Museum","University of Tartu","Tartu",,"51005","Estonia",,"Yes",
"http://grbio.org/institutional-collection/botany","Botany","California Academy of Sciences",,"BOT","http://research.calacademy.org/botany/collections",,,"largest collection of vascular plants in the western U.S. Known within discipline as CAS.  Complete Index Herbariorium record information is available in GRBio under CAS.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","Debra  Trock","Yes",
"http://grbio.org/institutional-collection/botany-collection-vascular-plants-and-fungi","Botany Collection (Vascular Plants and Fungi)","Biodiversity Institute, University of Kansas",,"KANU","http://botany.biodiversity.ku.edu/",,,"The R. L. McGregor Herbarium houses approximately 400,000 specimens. The majority of these comprise exsiccatae, seed, boxed, and fluid-preserved vascular plant specimens. The herbarium also houses smaller holdings of bryophytes and fungi, and a growing lichen collection. Sixty-five percent of the collection represents the flora of the grassland biome of central North America. The herbarium also contains a library of 1,400 books and 14,000 scientific articles, and a collection of more than 50,000 photographic slides and digital images.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Biodiversity Institute","Bridwell Botanical Research Lab","2045 Constant Ave","Lawrence","KS","66047","USA","Biodiversity Institute","Bridwell Botanical Research Lab","2045 Constant Ave","Lawrence","KS","66047","USA","Caleb A. Morse","Yes",
"http://grbio.org/institutional-collection/botany-department","Botany Department","Smithsonian Institution, National Museum of Natural History",,"US","http://botany.si.edu/index.htm",,,"Cross-listed as a separate institution","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","NMNH - Botany Department","MRC 0166","Smithsonian Institution - P.O. Box 37012","Washington","DC","20013-7012","USA","NMNH - Botany Department","MRC 0166","Smithsonian Institution - P.O. Box 37012","Washington","DC","20013-7012","USA",,"Yes",
"http://grbio.org/institutional-collection/brachiopoda","Brachiopoda","Biodiversity Research Museum, Academia Sinica, Taiwan",,"BP",,,,"Collection Identifiers ASIZBP000001~ASIZBP999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/brachiopoda-0","Brachiopoda","Museum of Faculty of Fisheries, Ege University",,"BRA",,,,"brachiopods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/brachiopoda-collection","Brachiopoda collection","National Museum of Natural History, Naturalis",,"BRA","http://science.naturalis.nl",,,"Collection also contains specimens preserved in alcohol.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/branchiopoda","Branchiopoda","Museum of Faculty of Fisheries, Ege University",,"BRN",,,,"branchiopods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/bryology-collection","Bryology Collection","New York State Museum",,"BRY",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Herbarium","Biological Survey, CEC 3140","New York State Museum","Albany","NY","12230","USA",,"Yes",
"http://grbio.org/institutional-collection/bryophyte-collection","Bryophyte Collection","Illinois Natural History Survey",,"bryo",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Illinois","Illinois Natural History Survey Herbarium",,"Champaign","IL","61820","USA","University of Illinois","Illinois Natural History Survey Herbarium",,"Champaign","IL","61820","USA",,"Yes",
"http://grbio.org/institutional-collection/bryophytes","Bryophytes","University of Melbourne Herbarium",,"B","http://www.botany.unimelb.edu.au/herbarium/",,,"Mosses","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia","University of Melbourne Herbarium","School of Botany",,"The University of Melbourne","Victoria","3010","Australia",,"Yes",
"http://grbio.org/institutional-collection/bryophytes-and-lichens","Bryophytes and Lichens","Botanische Staatssammlung München",,"BRLI","http://www.botanischestaatssammlung.de",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München",,"D-80638","Germany","Herbarium","Botanische Staatssammlung München","Menzinger Straße 67","München",,"D-80638","Germany",,"Yes",
"http://grbio.org/institutional-collection/bryozoa","Bryozoa","Museum of Faculty of Fisheries, Ege University",,"BRY",,,,"Bryozoans","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/bryozoa-0","Bryozoa","Biodiversity Research Museum, Academia Sinica, Taiwan",,"BZ",,,,"Collection Identifiers ASIZBZ000001~ASIZBZ999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/bryozoa-and-brachiopoda","Bryozoa and Brachiopoda","Tromso University Museum",,"TSZBr",,,,"Bryozoans and Brachiopods","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway",,"Yes",
"http://grbio.org/institutional-collection/bryozoa-collection","Bryozoa collection","National Museum of Natural History, Naturalis",,"BRY","http://science.naturalis.nl",,,"Collection also contains dried specimens.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/buprestidae","Buprestidae","Museum Victoria",,"BUP",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/callipodida","Callipodida","Australian National Insect Collection",,"62",,,,"Callipodid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/cas-ichthyology","CAS Ichthyology","California Academy of Sciences",,"ICH","http://research.calacademy.org/ichthyology/collections",,,"Specialty: marine fishes of the western and central Pacific, California, and freshwater fishes from South America and southeastern Asia. Known in discipline as CAS.","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA","California Academy of Sciences","55 Music Concourse Drive",,"San Francisco","CA","94118","USA",,"Yes",
"http://grbio.org/institutional-collection/caudofoveata","Caudofoveata","Museum of Faculty of Fisheries, Ege University",,"CAU",,,,"Caudofoveata","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/cbs-herbarium","CBS Herbarium","Centraalbureau voor Schimmelcultures, CBS Fungal Biodiversity Centre",,"CBS H",,,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Uppsalalaan 8, 3584 CT, P.O. Box 85167, 3508 AD Utrecht, The Netherlands",,,"Utrecht","Utrecht","3508 AD","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/cephalochordata","Cephalochordata","Museum of Faculty of Fisheries, Ege University",,"CEC",,,,"Lancelets","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/cephalopod-species-collection","Cephalopod Species Collection","Universita' degli Studi di Milano, Dip.VSA, Ispezione degli Alimenti di Origine Animale",,"CEPHA","http://www.vsa.unimi.it/",,,"Mediterranean-area marine cephalopod collection, emphasis in edible species.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Via Annibale Grasselli, 7","Via Giovanni Celoria, 10",,"Milano",,"20137","Italy",,"Yes",
"http://grbio.org/institutional-collection/cephalopoda","Cephalopoda","Museum of Faculty of Fisheries, Ege University",,"CEP",,,,"Octopuses, squid, cuttlefish","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/chaetognatha","Chaetognatha","Museum of Faculty of Fisheries, Ege University",,"CHA",,,,"Arrow worms","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/charterhouse-school-museum-herbarium","Charterhouse School Museum Herbarium","University of California, Berkeley",,"GOD","http://ucjeps.berkeley.edu/",,,"Specimens are mostly bound in volumes and maintained separately from UC. Specimens should be cited as GOD in UC. GOD holds historic specimens mainly from the U.K. Some collections from cont. Europe, Mid. East, and N. America.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","University of California, Berkeley","1001 Valley Life Sciences Building #2465",,"Berkeley","CA","94720-2465","USA","University of California, Berkeley","1001 Valley Life Sciences Building #2465",,"Berkeley","CA","94720-2465","USA",,"Yes",
"http://grbio.org/institutional-collection/chelicerata","Chelicerata","Biodiversity Research Museum, Academia Sinica, Taiwan",,"CH",,,,"Collection Identifiers ASIZCH000001~ASIZCH999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/chelicerata-0","Chelicerata","Tromso University Museum",,"TSZCh",,,,"horseshoe crabs, scorpions, spiders, mites","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway","Lars Thorings vei 10",,,"Tromso","Troms","9037","Norway",,"Yes",
"http://grbio.org/institutional-collection/chordeumatida","Chordeumatida","Australian National Insect Collection",,"63",,,,"Chordeumatid Millipedes","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/cirripedia","Cirripedia","Museum of Faculty of Fisheries, Ege University",,"CIR",,,,"Barnacles","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/cnidaria","Cnidaria","Biodiversity Research Museum, Academia Sinica, Taiwan",,"C0",,,,"Collection Identifiers ASIZC0000001~ASIZC0999999","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes",,,,,,,,,,,,,,,,"Yes",
"http://grbio.org/institutional-collection/cnidaria-0","Cnidaria","Museum of Faculty of Fisheries, Ege University",,"CNI",,,,"Jellyfish, hydroids, corals, sea anemones","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey","Ege University","Faculty of Fisheries","Department of Hydrobiology","Bornova","Izmir","35100","Turkey",,"Yes",
"http://grbio.org/institutional-collection/coelenterata-collection","Coelenterata collection","National Museum of Natural History, Naturalis",,"COEL","http://science.naturalis.nl",,,"Collection contains almost as many dried specimens as specimens in alcohol. Contains mainly Cnidaria, but other groups as well.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Postbus 9517",,,"Leiden","Zuid-Holland","2300 RA","Netherlands","Darwinweg 2",,,"Leiden","Zuid-Holland","2333 CR","Netherlands",,"Yes",
"http://grbio.org/institutional-collection/coelenterates","Coelenterates","University of Manchester Museum, Zoology & Entomology",,"I",,,,"Ctenophora & Cnidaria","Biological: Other or Undefined","Storage Environment: Ambient controlled (indoors)","Yes","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom","Manchester Museum","University of Manchester","Oxford Road","Manchester","England","M13 9PL","United Kingdom",,"Yes",
"http://grbio.org/institutional-collection/colecci%C3%B3n-de-artr%C3%B3podos-de-importancia-m%C3%A9dica","Colección de Artrópodos de Importancia Médica","Universidad del Valle, Facultad de Salud",,"UVS","http://drupal.biorepositories.org/None",,,"Different medical important arthropods preserved in alcohol and mounted in pins and slides.","Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Departamento de Microbiología","Calle 4B # 36-00","San Fernando","Cali","Valle del Cauca","S. A.","Colombia","Departamento de Microbiología","Calle 4B # 36-00","San Fernando","Cali","Valle del Cauca","S. A.","Colombia",,"Yes",
"http://grbio.org/institutional-collection/coleccion-de-invertebrados-museo-de-zoologia-qcaz","Coleccion de Invertebrados, Museo de Zoologia QCAZ","Museo de Zoologia, Pontificia Universidad Catolica del Ecuador",,"I","http://www.biologia.puce.edu.ec/cafe.php?c=184",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes",,,,,,,,"Av. 12 de Octubre y Patria",,,"Quito","Pichincha","Na","Ecuador",,"Yes",
"http://grbio.org/institutional-collection/coleccion-de-ornitologia-museo-de-zoologia-qcaz","Coleccion de Ornitologia, Museo de Zoologia QCAZ","Museo de Zoologia, Pontificia Universidad Catolica del Ecuador",,"V","http://zoologia.puce.edu.ec/Vertebrados/aves/Coleccion.aspx",,,,"Biological: Other or Undefined","Storage Environment: Other (please define)","Yes","Av. 12 de Octubre 1076 y Roca","Escuela de Biologia","Pontificia Universidad Catolica del Ecuador","Quito","Pichincha","17012184","Ecuador","Av. 12 de Octubre 1076 y Roca","Escuela de Biologia","Pontificia Universidad Catolica del Ecuador","Quito","Pichincha","17012184","Ecuador",,"Yes",
